bot_config,lam_confirm,lam_disconfirm,session_id,round,draw_red,draw_blue,true_bayes_mode,bot_mode,modes_diverge,quadratic_score
strong_cb,0.0,0.9,93,5,2,1,12,12,0,0.3086440035225201
strong_cb,0.0,0.9,94,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,94,2,1,2,6,6,0,0.003093805030564181
strong_cb,0.0,0.9,94,3,2,1,9,9,0,0.047400777752217474
strong_cb,0.0,0.9,94,4,2,1,10,10,0,0.10348811828258035
strong_cb,0.0,0.9,94,5,2,1,11,11,0,0.1774740749392305
strong_cb,0.0,0.9,95,1,3,0,20,20,0,-0.00215482831448037
strong_cb,0.0,0.9,95,2,1,2,13,20,1,0.05199465499841766
strong_cb,0.0,0.9,95,3,2,1,13,12,1,0.11903362266655187
strong_cb,0.0,0.9,95,4,1,2,12,11,1,0.14027257443044489
strong_cb,0.0,0.9,95,5,3,0,13,15,1,0.06764165799558677
strong_cb,0.0,0.9,96,1,0,3,0,0,0,-0.005935372343987028
strong_cb,0.0,0.9,96,2,2,1,6,0,1,0.07683316882968841
strong_cb,0.0,0.9,96,3,2,1,9,11,1,0.14704630975750282
strong_cb,0.0,0.9,96,4,3,0,12,13,1,0.15316872684016425
strong_cb,0.0,0.9,96,5,2,1,12,13,1,0.2307243458091573
strong_cb,0.0,0.9,97,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,97,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,97,3,3,0,16,16,0,0.04494213187953065
strong_cb,0.0,0.9,97,4,2,1,15,15,0,0.022750884022163714
strong_cb,0.0,0.9,97,5,1,2,13,13,0,0.17676266158812762
strong_cb,0.0,0.9,98,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,98,2,1,2,10,10,0,0.08700018412586435
strong_cb,0.0,0.9,98,3,3,0,13,17,1,0.04396929089833922
strong_cb,0.0,0.9,98,4,2,1,13,15,1,0.08203248726327456
strong_cb,0.0,0.9,98,5,1,2,12,12,0,0.22071701159871565
strong_cb,0.0,0.9,99,1,3,0,20,20,0,-0.00215482831448037
strong_cb,0.0,0.9,99,2,3,0,20,20,0,-0.07235754300893202
strong_cb,0.0,0.9,99,3,1,2,16,20,1,0.06041991868085207
strong_cb,0.0,0.9,99,4,1,2,13,11,1,0.13710793498303736
strong_cb,0.0,0.9,99,5,3,0,15,16,1,0.02397072754578662
strong_cb,0.0,0.9,100,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,100,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,100,3,3,0,16,16,0,0.04494213187953065
strong_cb,0.0,0.9,100,4,1,2,13,12,1,0.15180382222016578
strong_cb,0.0,0.9,100,5,2,1,13,13,0,0.19641441675793386
strong_cb,0.0,0.9,101,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,101,2,3,0,17,19,1,0.02596128294043827
strong_cb,0.0,0.9,101,3,1,2,13,11,1,0.10084514688016115
strong_cb,0.0,0.9,101,4,0,3,10,8,1,0.018720065009813852
strong_cb,0.0,0.9,101,5,2,1,11,10,1,0.13593176814462496
strong_cb,0.0,0.9,102,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,102,2,3,0,17,19,1,0.02596128294043827
strong_cb,0.0,0.9,102,3,0,3,11,5,1,-0.01193469385901616
strong_cb,0.0,0.9,102,4,2,1,12,10,1,0.07993173272759872
strong_cb,0.0,0.9,102,5,2,1,12,13,1,0.19002791428017043
strong_cb,0.0,0.9,103,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,103,2,1,2,10,10,0,0.08700018412586435
strong_cb,0.0,0.9,103,3,2,1,11,11,0,0.14774859837574172
strong_cb,0.0,0.9,103,4,1,2,10,10,0,0.08783491507947065
strong_cb,0.0,0.9,103,5,2,1,11,11,0,0.15458720290125286
strong_cb,0.0,0.9,104,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,104,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,104,3,1,2,11,11,0,0.14422551216782056
strong_cb,0.0,0.9,104,4,2,1,12,12,0,0.21881020610665952
strong_cb,0.0,0.9,104,5,1,2,11,11,0,0.14871204745372124
strong_cb,0.0,0.9,105,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,105,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,105,3,2,1,13,13,0,0.14616150909105857
strong_cb,0.0,0.9,105,4,0,3,10,6,1,0.06239705666368646
strong_cb,0.0,0.9,105,5,2,1,11,11,0,0.1914385700062627
strong_cb,0.0,0.9,106,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,106,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,106,3,2,1,13,13,0,0.14616150909105857
strong_cb,0.0,0.9,106,4,1,2,12,12,0,0.20776595340373077
strong_cb,0.0,0.9,106,5,3,0,14,15,1,0.06622068275742435
strong_cb,0.0,0.9,107,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,107,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,107,3,2,1,11,11,0,0.14659358614130452
strong_cb,0.0,0.9,107,4,2,1,12,12,0,0.21788764175736297
strong_cb,0.0,0.9,107,5,2,1,12,12,0,0.3102054077037356
strong_cb,0.0,0.9,108,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,108,2,3,0,13,18,1,0.016916231492781153
strong_cb,0.0,0.9,108,3,2,1,13,15,1,0.060341236905938095
strong_cb,0.0,0.9,108,4,3,0,15,16,1,-0.031801235130770864
strong_cb,0.0,0.9,108,5,2,1,15,15,0,-0.07750181955169094
strong_cb,0.0,0.9,109,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,109,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,109,3,1,2,9,9,0,0.03865512809899062
strong_cb,0.0,0.9,109,4,3,0,12,15,1,0.08319681057892017
strong_cb,0.0,0.9,109,5,1,2,11,9,1,0.07949762105767355
strong_cb,0.0,0.9,110,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,110,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,110,3,2,1,11,11,0,0.14659358614130452
strong_cb,0.0,0.9,110,4,2,1,12,12,0,0.21788764175736297
strong_cb,0.0,0.9,110,5,1,2,11,11,0,0.14836161814553436
strong_cb,0.0,0.9,111,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,111,2,3,0,17,19,1,0.02596128294043827
strong_cb,0.0,0.9,111,3,2,1,16,16,0,0.03163191471559035
strong_cb,0.0,0.9,111,4,3,0,17,17,0,-0.04426447834855246
strong_cb,0.0,0.9,111,5,0,3,13,10,1,0.1350536199818178
strong_cb,0.0,0.9,112,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,112,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,112,3,1,2,9,9,0,0.03865512809899062
strong_cb,0.0,0.9,112,4,2,1,10,10,0,0.088432837808169
strong_cb,0.0,0.9,112,5,1,2,9,9,0,0.0006866603722304326
strong_cb,0.0,0.9,113,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,113,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,113,3,2,1,13,13,0,0.14616150909105857
strong_cb,0.0,0.9,113,4,2,1,13,13,0,0.1590329049790844
strong_cb,0.0,0.9,113,5,2,1,13,13,0,0.13587036148988774
strong_cb,0.0,0.9,114,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,114,2,1,2,6,6,0,0.003093805030564181
strong_cb,0.0,0.9,114,3,2,1,9,9,0,0.047400777752217474
strong_cb,0.0,0.9,114,4,1,2,8,8,0,-0.007608580418745334
strong_cb,0.0,0.9,114,5,2,1,9,9,0,-0.016255537368598402
strong_cb,0.0,0.9,115,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,115,2,1,2,6,6,0,0.003093805030564181
strong_cb,0.0,0.9,115,3,3,0,11,16,1,0.04971486536033842
strong_cb,0.0,0.9,115,4,2,1,12,14,1,0.1309922864739681
strong_cb,0.0,0.9,115,5,0,3,9,7,1,0.004057546131372949
strong_cb,0.0,0.9,116,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,116,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,116,3,3,0,16,16,0,0.04494213187953065
strong_cb,0.0,0.9,116,4,2,1,15,15,0,0.022750884022163714
strong_cb,0.0,0.9,116,5,1,2,13,13,0,0.17676266158812762
strong_cb,0.0,0.9,117,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,117,2,1,2,6,6,0,0.003093805030564181
strong_cb,0.0,0.9,117,3,2,1,9,9,0,0.047400777752217474
strong_cb,0.0,0.9,117,4,2,1,10,10,0,0.10348811828258035
strong_cb,0.0,0.9,117,5,1,2,9,9,0,0.011404568320902753
strong_cb,0.0,0.9,118,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,118,2,1,2,10,10,0,0.08700018412586435
strong_cb,0.0,0.9,118,3,1,2,9,9,0,0.03788472901459901
strong_cb,0.0,0.9,118,4,0,3,6,6,0,-0.02386212169697248
strong_cb,0.0,0.9,118,5,3,0,9,12,1,0.2603958473833008
strong_cb,0.0,0.9,119,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,119,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,119,3,1,2,9,9,0,0.03865512809899062
strong_cb,0.0,0.9,119,4,3,0,12,15,1,0.08319681057892017
strong_cb,0.0,0.9,119,5,2,1,12,13,1,0.18430624171624982
strong_cb,0.0,0.9,120,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,120,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,120,3,2,1,13,13,0,0.14616150909105857
strong_cb,0.0,0.9,120,4,2,1,13,13,0,0.1590329049790844
strong_cb,0.0,0.9,120,5,2,1,13,13,0,0.13587036148988774
strong_cb,0.0,0.9,121,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,121,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,121,3,2,1,11,11,0,0.14659358614130452
strong_cb,0.0,0.9,121,4,2,1,12,12,0,0.21788764175736297
strong_cb,0.0,0.9,121,5,2,1,12,12,0,0.3102054077037356
strong_cb,0.0,0.9,122,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,122,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,122,3,2,1,13,13,0,0.14616150909105857
strong_cb,0.0,0.9,122,4,0,3,10,6,1,0.06239705666368646
strong_cb,0.0,0.9,122,5,2,1,11,11,0,0.1914385700062627
strong_cb,0.0,0.9,123,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,123,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,123,3,2,1,11,11,0,0.14659358614130452
strong_cb,0.0,0.9,123,4,2,1,12,12,0,0.21788764175736297
strong_cb,0.0,0.9,123,5,3,0,14,14,0,0.08626553090854655
strong_cb,0.0,0.9,124,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,124,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,124,3,2,1,13,13,0,0.14616150909105857
strong_cb,0.0,0.9,124,4,3,0,15,15,0,0.05144725993539999
strong_cb,0.0,0.9,124,5,1,2,14,12,1,0.2072665874445952
strong_cb,0.0,0.9,125,1,3,0,20,20,0,-0.00215482831448037
strong_cb,0.0,0.9,125,2,3,0,20,20,0,-0.07235754300893202
strong_cb,0.0,0.9,125,3,1,2,16,20,1,0.06041991868085207
strong_cb,0.0,0.9,125,4,2,1,15,14,1,0.10126046987508802
strong_cb,0.0,0.9,125,5,2,1,15,14,1,0.02855928438320969
strong_cb,0.0,0.9,126,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,126,2,1,2,10,10,0,0.08700018412586435
strong_cb,0.0,0.9,126,3,2,1,11,11,0,0.14774859837574172
strong_cb,0.0,0.9,126,4,1,2,10,10,0,0.08783491507947065
strong_cb,0.0,0.9,126,5,2,1,11,11,0,0.15458720290125286
strong_cb,0.0,0.9,127,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,127,2,3,0,13,18,1,0.016916231492781153
strong_cb,0.0,0.9,127,3,2,1,13,15,1,0.060341236905938095
strong_cb,0.0,0.9,127,4,2,1,13,14,1,0.08907726038708892
strong_cb,0.0,0.9,127,5,1,2,12,12,0,0.2518131832412651
strong_cb,0.0,0.9,128,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,128,2,1,2,10,10,0,0.08700018412586435
strong_cb,0.0,0.9,128,3,2,1,11,11,0,0.14774859837574172
strong_cb,0.0,0.9,128,4,2,1,12,12,0,0.22158763924540648
strong_cb,0.0,0.9,128,5,2,1,12,12,0,0.3168255941481267
strong_cb,0.0,0.9,129,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,129,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,129,3,2,1,13,13,0,0.14616150909105857
strong_cb,0.0,0.9,129,4,1,2,12,12,0,0.20776595340373077
strong_cb,0.0,0.9,129,5,1,2,11,11,0,0.14439587485134128
strong_cb,0.0,0.9,130,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,130,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,130,3,3,0,16,16,0,0.04494213187953065
strong_cb,0.0,0.9,130,4,1,2,13,12,1,0.15180382222016578
strong_cb,0.0,0.9,130,5,3,0,15,16,1,0.003694211815035403
strong_cb,0.0,0.9,131,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,131,2,3,0,17,19,1,0.02596128294043827
strong_cb,0.0,0.9,131,3,1,2,13,11,1,0.10084514688016115
strong_cb,0.0,0.9,131,4,1,2,12,10,1,0.11486387556760351
strong_cb,0.0,0.9,131,5,2,1,12,11,1,0.24474294908835312
strong_cb,0.0,0.9,132,1,3,0,20,20,0,-0.00215482831448037
strong_cb,0.0,0.9,132,2,3,0,20,20,0,-0.07235754300893202
strong_cb,0.0,0.9,132,3,2,1,18,20,1,-0.048438723429013925
strong_cb,0.0,0.9,132,4,1,2,15,14,1,0.0851466272962763
strong_cb,0.0,0.9,132,5,1,2,13,12,1,0.23951350759788714
strong_cb,0.0,0.9,133,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,133,2,0,3,6,2,1,0.019100175336314376
strong_cb,0.0,0.9,133,3,3,0,11,16,1,0.03357488052085594
strong_cb,0.0,0.9,133,4,2,1,12,14,1,0.11246872696259236
strong_cb,0.0,0.9,133,5,2,1,12,13,1,0.1972382483907128
strong_cb,0.0,0.9,134,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,134,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,134,3,1,2,9,9,0,0.03865512809899062
strong_cb,0.0,0.9,134,4,2,1,10,10,0,0.088432837808169
strong_cb,0.0,0.9,134,5,3,0,12,13,1,0.17949811646483332
strong_cb,0.0,0.9,135,1,3,0,20,20,0,-0.00215482831448037
strong_cb,0.0,0.9,135,2,0,3,10,3,1,-0.03165814405582768
strong_cb,0.0,0.9,135,3,2,1,11,3,1,0.05698878592164733
strong_cb,0.0,0.9,135,4,2,1,12,13,1,0.1479013537816489
strong_cb,0.0,0.9,135,5,1,2,11,10,1,0.12338148529748334
strong_cb,0.0,0.9,136,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,136,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,136,3,2,1,11,11,0,0.14659358614130452
strong_cb,0.0,0.9,136,4,2,1,12,12,0,0.21788764175736297
strong_cb,0.0,0.9,136,5,3,0,14,14,0,0.08626553090854655
strong_cb,0.0,0.9,137,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,137,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,137,3,2,1,11,11,0,0.14659358614130452
strong_cb,0.0,0.9,137,4,2,1,12,12,0,0.21788764175736297
strong_cb,0.0,0.9,137,5,2,1,12,12,0,0.3102054077037356
strong_cb,0.0,0.9,138,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,138,2,3,0,17,19,1,0.02596128294043827
strong_cb,0.0,0.9,138,3,3,0,18,19,1,-0.04786132493216644
strong_cb,0.0,0.9,138,4,1,2,15,19,1,0.09665429419357864
strong_cb,0.0,0.9,138,5,1,2,14,12,1,0.23924947339487457
strong_cb,0.0,0.9,139,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,139,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,139,3,1,2,11,11,0,0.14422551216782056
strong_cb,0.0,0.9,139,4,2,1,12,12,0,0.21881020610665952
strong_cb,0.0,0.9,139,5,2,1,12,12,0,0.315573129720112
strong_cb,0.0,0.9,140,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,140,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,140,3,1,2,11,11,0,0.14422551216782056
strong_cb,0.0,0.9,140,4,2,1,12,12,0,0.21881020610665952
strong_cb,0.0,0.9,140,5,2,1,12,12,0,0.315573129720112
strong_cb,0.0,0.9,141,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,141,2,3,0,17,19,1,0.02596128294043827
strong_cb,0.0,0.9,141,3,1,2,13,11,1,0.10084514688016115
strong_cb,0.0,0.9,141,4,2,1,13,12,1,0.16313172314026847
strong_cb,0.0,0.9,141,5,1,2,12,11,1,0.2419446012303681
strong_cb,0.0,0.9,142,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,142,2,3,0,13,18,1,0.016916231492781153
strong_cb,0.0,0.9,142,3,2,1,13,15,1,0.060341236905938095
strong_cb,0.0,0.9,142,4,2,1,13,14,1,0.08907726038708892
strong_cb,0.0,0.9,142,5,1,2,12,12,0,0.2518131832412651
strong_cb,0.0,0.9,143,1,3,0,20,20,0,-0.00215482831448037
strong_cb,0.0,0.9,143,2,1,2,13,20,1,0.05199465499841766
strong_cb,0.0,0.9,143,3,2,1,13,12,1,0.11903362266655187
strong_cb,0.0,0.9,143,4,3,0,15,16,1,0.025665692027552103
strong_cb,0.0,0.9,143,5,2,1,15,15,0,-0.030895432623293126
strong_cb,0.0,0.9,144,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,144,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,144,3,3,0,13,15,1,0.05845992279020763
strong_cb,0.0,0.9,144,4,0,3,10,6,1,-0.011391212860231925
strong_cb,0.0,0.9,144,5,3,0,12,14,1,0.00456404800571697
strong_cb,0.0,0.9,145,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,145,2,1,2,6,6,0,0.003093805030564181
strong_cb,0.0,0.9,145,3,3,0,11,16,1,0.04971486536033842
strong_cb,0.0,0.9,145,4,2,1,12,14,1,0.1309922864739681
strong_cb,0.0,0.9,145,5,2,1,12,13,1,0.22804474775695638
strong_cb,0.0,0.9,146,1,3,0,20,20,0,-0.00215482831448037
strong_cb,0.0,0.9,146,2,2,1,17,17,0,0.022608866447579923
strong_cb,0.0,0.9,146,3,1,2,13,12,1,0.10915005944947509
strong_cb,0.0,0.9,146,4,3,0,15,17,1,0.0061689200008927525
strong_cb,0.0,0.9,146,5,1,2,14,12,1,0.18675752202164886
strong_cb,0.0,0.9,147,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,147,2,1,2,10,10,0,0.08700018412586435
strong_cb,0.0,0.9,147,3,3,0,13,17,1,0.04396929089833922
strong_cb,0.0,0.9,147,4,2,1,13,15,1,0.08203248726327456
strong_cb,0.0,0.9,147,5,2,1,13,14,1,0.08694308593648026
strong_cb,0.0,0.9,148,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,148,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,148,3,1,2,11,11,0,0.14422551216782056
strong_cb,0.0,0.9,148,4,1,2,10,10,0,0.0857052847796225
strong_cb,0.0,0.9,148,5,3,0,12,14,1,0.14361162866381103
strong_cb,0.0,0.9,149,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,149,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,149,3,2,1,13,13,0,0.14616150909105857
strong_cb,0.0,0.9,149,4,2,1,13,13,0,0.1590329049790844
strong_cb,0.0,0.9,149,5,2,1,13,13,0,0.13587036148988774
strong_cb,0.0,0.9,150,1,3,0,20,20,0,-0.00215482831448037
strong_cb,0.0,0.9,150,2,2,1,17,17,0,0.022608866447579923
strong_cb,0.0,0.9,150,3,3,0,18,19,1,-0.04398376955403404
strong_cb,0.0,0.9,150,4,2,1,17,17,0,-0.06697398563242558
strong_cb,0.0,0.9,150,5,1,2,15,14,1,0.04086018584756965
strong_cb,0.0,0.9,151,1,3,0,20,20,0,-0.00215482831448037
strong_cb,0.0,0.9,151,2,1,2,13,20,1,0.05199465499841766
strong_cb,0.0,0.9,151,3,2,1,13,12,1,0.11903362266655187
strong_cb,0.0,0.9,151,4,2,1,13,13,0,0.17230742660211418
strong_cb,0.0,0.9,151,5,2,1,13,13,0,0.1840042558641696
strong_cb,0.0,0.9,152,1,0,3,0,0,0,-0.005935372343987028
strong_cb,0.0,0.9,152,2,1,2,3,3,0,-0.02385108856633468
strong_cb,0.0,0.9,152,3,2,1,6,8,1,0.03144331761761272
strong_cb,0.0,0.9,152,4,3,0,10,13,1,0.16789718363652062
strong_cb,0.0,0.9,152,5,2,1,11,12,1,0.29116219707401514
strong_cb,0.0,0.9,153,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,153,2,3,0,13,18,1,0.016916231492781153
strong_cb,0.0,0.9,153,3,2,1,13,15,1,0.060341236905938095
strong_cb,0.0,0.9,153,4,3,0,15,16,1,-0.031801235130770864
strong_cb,0.0,0.9,153,5,1,2,14,12,1,0.16555495010062582
strong_cb,0.0,0.9,154,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,154,2,1,2,6,6,0,0.003093805030564181
strong_cb,0.0,0.9,154,3,1,2,6,6,0,-0.03249527143998458
strong_cb,0.0,0.9,154,4,3,0,10,14,1,0.09997747432493717
strong_cb,0.0,0.9,154,5,2,1,11,12,1,0.22952518367317143
strong_cb,0.0,0.9,155,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,155,2,1,2,10,10,0,0.08700018412586435
strong_cb,0.0,0.9,155,3,1,2,9,9,0,0.03788472901459901
strong_cb,0.0,0.9,155,4,1,2,8,8,0,-0.015616294080761747
strong_cb,0.0,0.9,155,5,2,1,9,9,0,-0.025184280199518516
strong_cb,0.0,0.9,156,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,156,2,1,2,6,6,0,0.003093805030564181
strong_cb,0.0,0.9,156,3,3,0,11,16,1,0.04971486536033842
strong_cb,0.0,0.9,156,4,1,2,10,8,1,0.045459928588579473
strong_cb,0.0,0.9,156,5,2,1,11,11,0,0.1499008752443681
strong_cb,0.0,0.9,157,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,157,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,157,3,2,1,11,11,0,0.14659358614130452
strong_cb,0.0,0.9,157,4,1,2,10,10,0,0.08777186097787909
strong_cb,0.0,0.9,157,5,2,1,11,11,0,0.15423016321253213
strong_cb,0.0,0.9,158,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,158,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,158,3,2,1,11,11,0,0.14659358614130452
strong_cb,0.0,0.9,158,4,1,2,10,10,0,0.08777186097787909
strong_cb,0.0,0.9,158,5,2,1,11,11,0,0.15423016321253213
strong_cb,0.0,0.9,159,1,3,0,20,20,0,-0.00215482831448037
strong_cb,0.0,0.9,159,2,1,2,13,20,1,0.05199465499841766
strong_cb,0.0,0.9,159,3,2,1,13,12,1,0.11903362266655187
strong_cb,0.0,0.9,159,4,2,1,13,13,0,0.17230742660211418
strong_cb,0.0,0.9,159,5,1,2,12,12,0,0.2602368935486737
strong_cb,0.0,0.9,160,1,1,2,6,6,0,0.0354827518915147
strong_cb,0.0,0.9,160,2,2,1,10,10,0,0.0870001841258643
strong_cb,0.0,0.9,160,3,2,1,11,11,0,0.14659358614130452
strong_cb,0.0,0.9,160,4,1,2,10,10,0,0.08777186097787909
strong_cb,0.0,0.9,160,5,2,1,11,11,0,0.15423016321253213
strong_cb,0.0,0.9,161,1,0,3,0,0,0,-0.005935372343987028
strong_cb,0.0,0.9,161,2,2,1,6,0,1,0.07683316882968841
strong_cb,0.0,0.9,161,3,2,1,9,11,1,0.14704630975750282
strong_cb,0.0,0.9,161,4,2,1,10,11,1,0.21652101762950976
strong_cb,0.0,0.9,161,5,1,2,9,10,1,0.09137783683130708
strong_cb,0.0,0.9,162,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,162,2,1,2,10,10,0,0.08700018412586435
strong_cb,0.0,0.9,162,3,2,1,11,11,0,0.14774859837574172
strong_cb,0.0,0.9,162,4,3,0,13,15,1,0.07900519967441433
strong_cb,0.0,0.9,162,5,2,1,13,14,1,0.08560608596735797
strong_cb,0.0,0.9,163,1,3,0,20,20,0,-0.00215482831448037
strong_cb,0.0,0.9,163,2,2,1,17,17,0,0.022608866447579923
strong_cb,0.0,0.9,163,3,3,0,18,19,1,-0.04398376955403404
strong_cb,0.0,0.9,163,4,1,2,15,19,1,0.09781272526684075
strong_cb,0.0,0.9,163,5,2,1,15,14,1,0.051739482433545536
strong_cb,0.0,0.9,164,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,164,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,164,3,3,0,16,16,0,0.04494213187953065
strong_cb,0.0,0.9,164,4,1,2,13,12,1,0.15180382222016578
strong_cb,0.0,0.9,164,5,1,2,12,11,1,0.21477956313329344
strong_cb,0.0,0.9,165,1,3,0,20,20,0,-0.00215482831448037
strong_cb,0.0,0.9,165,2,2,1,17,17,0,0.022608866447579923
strong_cb,0.0,0.9,165,3,3,0,18,19,1,-0.04398376955403404
strong_cb,0.0,0.9,165,4,0,3,13,8,1,0.04065338521276367
strong_cb,0.0,0.9,165,5,1,2,12,10,1,0.0757529105877798
strong_cb,0.0,0.9,166,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,166,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,166,3,2,1,13,13,0,0.14616150909105857
strong_cb,0.0,0.9,166,4,2,1,13,13,0,0.1590329049790844
strong_cb,0.0,0.9,166,5,3,0,15,15,0,0.034873598176313664
strong_cb,0.0,0.9,167,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,167,2,2,1,13,13,0,0.11949521193051488
strong_cb,0.0,0.9,167,3,2,1,13,13,0,0.14616150909105857
strong_cb,0.0,0.9,167,4,2,1,13,13,0,0.1590329049790844
strong_cb,0.0,0.9,167,5,1,2,12,12,0,0.28622651489783413
strong_cb,0.0,0.9,168,1,2,1,13,13,0,0.08549642750594053
strong_cb,0.0,0.9,168,2,1,2,10,10,0,0.08700018412586435
strong_cb,0.0,0.9,168,3,3,0,13,17,1,0.04396929089833922
strong_cb,0.0,0.9,168,4,1,2,12,10,1,0.10148452465101661
